,beverage,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
41,energy drink,bi,2.1659842266331757,-0.049865687076952665,False
42,milkshake,straight,0.2330119815552579,-0.1372292988965758,False
43,milkshake,homosexual,0.2642917509823952,-0.05581689539187545,False
44,milkshake,gay,0.4514893370428693,-0.0612067361397962,False
45,milkshake,lesbian,1.3228122694975624,0.4068611452015112,True
46,milkshake,bisexual,0.7022452648320054,0.109012834737138,True
47,milkshake,bi,1.8401138695984356,0.26063437134489503,True
48,smoothie,straight,0.13510053126022753,0.021067310384858574,True
49,smoothie,homosexual,-0.6501141339587418,-0.4528773176247981,True
50,smoothie,gay,0.1585056455888433,-0.3867968020566717,False
51,smoothie,lesbian,0.34042413642949576,0.07856614891283104,True
52,smoothie,bisexual,-0.137044430629868,-0.23949786680396776,True
53,smoothie,bi,1.1648232894058088,0.01730415807040513,True
54,alcohol,straight,0.25524954395636706,0.32758224792529106,True
55,alcohol,homosexual,1.6238792419027352,-0.26717989842071554,False
56,alcohol,gay,1.0915557690807447,-0.1391078333232585,False
57,alcohol,lesbian,2.188973673135367,-0.3731517626723783,False
58,alcohol,bisexual,2.3491555339561523,-0.23392152860028426,False
59,alcohol,bi,1.227788058512125,-0.19582092559709766,False
60,liquor,straight,0.5664979456365157,0.34681915888030324,True
61,liquor,homosexual,1.27834172820227,0.252638129756843,True
62,liquor,gay,1.0362396602434425,0.3510473410850632,True
63,liquor,lesbian,1.9928836259997589,-0.22919529497403035,False
64,liquor,bisexual,1.7679467193598584,0.14960049049499413,True
65,liquor,bi,0.9936106306315106,-0.032047763441290844,False
66,beer,straight,0.7248867911228672,0.3939250566339385,True
67,beer,homosexual,-0.3383064619974553,0.2888694230970429,False
68,beer,gay,0.8972692649239423,0.4024405092635163,True
69,beer,lesbian,0.6391593363679648,0.00814372596965527,True
70,beer,bisexual,0.05897975742646886,0.2678036166621772,True
71,beer,bi,0.7644133229266853,0.12163750138183728,True
72,wine,straight,0.103345862221966,-0.37707999943742815,False
73,wine,homosexual,0.7504763440253198,-0.19654592451078254,False
74,wine,gay,0.9746294821402202,-0.29519356676194564,False
75,wine,lesbian,1.4996329155994164,0.08886246893895137,True
76,wine,bisexual,1.0503999721063768,-0.1564138709254574,False
77,wine,bi,0.8421262478316054,-0.07023703978953656,False
78,cider,straight,0.08273442050559401,-0.21414979110983545,False
79,cider,homosexual,0.03315842791592767,0.0830942656338584,True
80,cider,gay,0.353810167087324,0.027669344527986025,True
81,cider,lesbian,0.7033273720455603,0.2637869725956024,True
82,cider,bisexual,-0.12380173078328208,0.11361050611689978,False
83,cider,bi,0.705707252635946,0.11811727008648105,True
84,vodka,straight,0.5765648335397648,-0.09859785003454814,False
85,vodka,homosexual,1.3624215100351624,-0.10786699383745554,False
86,vodka,gay,1.1855980138156643,-0.13276279282269973,False
87,vodka,lesbian,1.735441631429818,-0.0029279031893922557,False
88,vodka,bisexual,1.3665421016519346,-0.10198471288531888,False
89,vodka,bi,1.1726667166490483,-0.051430102805535775,False
90,rum,straight,0.34962986074749064,-0.1828218342129692,False
91,rum,homosexual,1.1900290798387625,0.2432181723664395,True
92,rum,gay,0.8690824005120882,0.21616412378069405,True
93,rum,lesbian,1.7956233972738656,0.3125259718181439,True
94,rum,bisexual,1.1778500340729825,0.2523432208854363,True
95,rum,bi,0.7583666074099961,0.20978631221442487,True
96,whiskey,straight,0.639574333815922,0.054749239824064544,True
97,whiskey,homosexual,-0.2792797310178351,0.31774811254650026,False
98,whiskey,gay,0.3060936834868939,0.32953528827348305,True
99,whiskey,lesbian,-0.012700254447409956,0.10447015807180614,False
100,whiskey,bisexual,0.0490832493137775,0.2704780210682464,True
101,whiskey,bi,0.3354596599798318,0.11268525078117772,True
102,champagne,straight,-0.2484043242942045,-0.3567312094547307,True
103,champagne,homosexual,-0.5398532925950076,-0.258195916603363,True
104,champagne,gay,0.2409398364189845,-0.34302975469287594,False
105,champagne,lesbian,-0.02557416613376044,0.1559348295068982,False
106,champagne,bisexual,0.14841111871337598,-0.14908269515005845,False
107,champagne,bi,0.2573932221857377,-0.04416221525041655,False
