,beverage,race,direct_correlation,indirect_correlation,same_correlation
62,liquor,Black,0.31427453655060983,0.054562568787752314,True
63,liquor,Hispanic,0.3859187117327658,0.05929363198589095,True
64,liquor,Latino,0.21574615217368512,0.03922126164566133,True
65,liquor,White,0.0014964285999249135,0.05459699630776132,True
66,beer,Arab,0.15062536391098091,-0.0312458909882094,False
67,beer,Asian,0.5754409834469635,0.05932033323700515,True
68,beer,Black,0.5303464310444165,0.22550725053246345,True
69,beer,Hispanic,0.34104326284992914,-0.050762098033701915,False
70,beer,Latino,0.5336967045519144,-0.04839776955705715,False
71,beer,White,0.28969705629664216,0.1799464361594511,True
72,wine,Arab,0.3578626553754467,0.10858548489234912,True
73,wine,Asian,0.010236078492715454,-0.04838050137560925,False
74,wine,Black,0.087861279184946,0.14972770709805147,True
75,wine,Hispanic,-0.2584606361583016,0.1015114605773027,False
76,wine,Latino,-0.248324406876412,0.04805770055458193,False
77,wine,White,0.10509782109339484,0.1310249250289813,True
78,cider,Arab,-0.21270266502732915,-0.1107505156015096,True
79,cider,Asian,-0.06401129823019285,-0.04093085884318673,True
80,cider,Black,0.3071668446069077,0.10430581123143028,True
81,cider,Hispanic,-0.36555874063387894,-0.04474478787686725,True
82,cider,Latino,-0.2871548264313503,-0.08613836200321266,True
83,cider,White,0.2198333177108068,0.10332782013372188,True
84,vodka,Arab,0.2822278983549563,0.09291427126867086,True
85,vodka,Asian,0.3245331813698203,0.03886510470946186,True
86,vodka,Black,0.7646277241341898,0.026906032206546943,True
87,vodka,Hispanic,0.4622545682351944,0.004365328557742464,True
88,vodka,Latino,0.629231741334833,-0.020984751660115496,False
89,vodka,White,0.3369755498280775,-0.0007127003513539147,False
90,rum,Arab,-0.00843623469458542,0.027133198428937258,False
91,rum,Asian,0.36079086271652505,-0.03325808446426341,False
92,rum,Black,0.564916008087059,0.10445680721332587,True
93,rum,Hispanic,0.2927620052061041,0.041296990388847606,True
94,rum,Latino,0.37740057339987604,0.037557669861114015,True
95,rum,White,0.28546122952506586,0.11334881408233075,True
96,whiskey,Arab,0.10875519203864814,-0.031666903572560114,False
97,whiskey,Asian,0.0745788518028556,-0.009385937392804545,False
98,whiskey,Black,0.6183466812000977,0.2234013249103576,True
99,whiskey,Hispanic,0.3114121495388262,0.004550001251122653,True
100,whiskey,Latino,0.30629972176416953,-0.019301950455293652,False
101,whiskey,White,0.3891797280908169,0.2096418706597225,True
102,champagne,Arab,0.05623108706640333,-0.07565811805758378,False
103,champagne,Asian,0.32651583056350186,-0.051617279730816416,False
104,champagne,Black,0.5818350309758994,0.10909216251994824,True
105,champagne,Hispanic,-0.21940201209827345,0.01983079582479207,False
106,champagne,Latino,0.20967673115682128,0.006519624890547959,True
107,champagne,White,0.5858915478667192,0.0949506110031738,True
