,beverage,race,direct_correlation,indirect_correlation,same_correlation
84,vodka,Arab,0.6415439190730732,0.2540914203914311,True
85,vodka,Asian,0.6658874902468522,0.1641689508237223,True
86,vodka,Black,1.061074478031522,0.0023858991601756773,True
87,vodka,Hispanic,0.8908716698832297,0.11632161036657085,True
88,vodka,Latino,1.0604885760369638,0.18926886244767346,True
89,vodka,White,0.7456645369714899,-0.028840995456773776,False
90,rum,Arab,0.6443582012165805,0.2453760555399991,True
91,rum,Asian,0.5079270178706793,0.13515788914503227,True
92,rum,Black,1.054338166241655,0.14667881634470387,True
93,rum,Hispanic,1.0056976278357947,0.2270119960159683,True
94,rum,Latino,0.9826497265033862,0.2248536898473772,True
95,rum,White,0.9383699996992512,0.1435093288005811,True
96,whiskey,Arab,0.2638035231491175,0.054438185549594204,True
97,whiskey,Asian,-0.013048691139117751,-0.10762263916006247,True
98,whiskey,Black,1.214459476258313,0.2659814512034827,True
99,whiskey,Hispanic,0.8739359420657946,-0.02351260862469136,False
100,whiskey,Latino,0.7956096725404643,-0.08495924823580776,False
101,whiskey,White,0.9561198745612092,0.2581933489352923,True
102,champagne,Arab,-0.27227271465769703,0.22848055023805694,False
103,champagne,Asian,0.0005446169889698694,0.1372194855019014,True
104,champagne,Black,0.4149123348593237,0.15045664138935635,True
105,champagne,Hispanic,0.3588193854590077,0.13631224655535815,True
106,champagne,Latino,0.509206559621888,0.1722753661425138,True
107,champagne,White,0.7236432351679739,0.19374018874286544,True
