index,occupation_isomap_x,occupation_isomap_y,occupation_tsne_x,occupation_tsne_y,occupation_umap_x,occupation_umap_y
Romania,0.5790241641198393,0.49105270666787365,1.7619522,65.12094,2.9506152,-1.688716
Netherlands,-2.0517284661856015,1.7006257718427362,-112.936775,-109.73577,-0.7059645,10.764427
Austria,-0.5034438501630283,1.473572593597716,-42.861145,46.71486,1.4221534,-2.5479033
United States,-2.5247863821061136,-0.2135892113538864,-103.87822,-92.55906,-0.6302263,11.2779
Mexico,1.806453098401083,-0.06230380024072752,130.13713,79.78121,3.758669,2.3222115
Canada,-1.711248607905056,-0.056439228438795334,-91.06336,-111.16779,-1.2153764,10.850283
Guatemala,1.1931153515092079,0.029267826486858883,68.62547,86.40287,4.725891,0.017609699
Haiti,0.04110476165950417,-0.2905448084924536,38.50467,-70.68245,0.30239928,-4.7808347
Cuba,1.5404907951891824,-0.02224165400414756,119.15742,92.30615,3.5995708,2.465452
Dominican Republic,1.340649056391796,0.036735437919223804,79.22045,73.314835,5.2832346,0.17389722
Honduras,0.9326971362125351,-0.17305950790638924,42.217865,89.70755,4.0608745,-0.7843285
Nicaragua,1.1017846051785336,-0.1429852683069373,50.54645,92.43817,4.306561,-0.52469575
El Salvador,1.4891504309412007,-0.01457775955237874,125.91218,92.18301,3.2138202,2.1180966
Brazil,1.6802954404005142,-0.04259961861598656,121.01205,83.26838,3.433296,2.3328333
Argentina,1.1824944389427698,0.08007053163795637,70.67923,77.29294,4.8763523,0.098713115
Peru,1.3177320296575155,0.011109882565552245,77.017265,84.027885,5.042784,-0.15543814
Venezuela,1.1647541606735878,-0.008181709913226134,58.359657,89.96315,4.4240656,-0.34994757
Chile,1.214721000173695,0.12583056274289953,72.552925,66.02987,5.123737,0.35198978
Ecuador,0.6099372874809857,0.07649066795979081,12.6347475,79.10716,3.3181255,-1.4271761
Bolivia,0.8665787454979965,0.16721722773189024,25.0385,81.84067,3.6381073,-1.1311715
Paraguay,0.8284335152783174,0.19763912261418146,22.181568,75.9102,3.4890585,-1.2645253
Uruguay,0.6002640378323457,0.41812829432672133,7.7470913,70.80167,3.152892,-1.5361415
Australia,-1.6330767211203359,-0.10106805383324814,-92.09737,-118.745834,-1.3520174,10.964899
Papua New Guinea,-1.7281097063110538,-0.42594036046628586,-48.55594,-122.720116,-1.3093168,12.193281
New Zealand,-1.8948713492340488,0.11701803947216735,-99.917534,-110.1978,-0.981829,10.835934
Fiji,-1.3710213898512338,-0.16724076075825745,-71.687416,-125.52673,-1.6489948,11.5237
Solomon Islands,-0.9612356619439065,-0.060151390380334395,-25.587595,-55.261654,-0.6931867,-4.3753004
Vanuatu,-0.8645337076325352,-0.1649067731209748,-17.443104,-54.09648,-0.5994631,-4.7375183
Samoa,-1.6488824205932455,-0.5541217359944194,-54.012444,-134.7729,-1.6615515,12.281863
Kiribati,0.1471903720098387,-0.6515672117597278,41.314762,-28.456995,-1.6017381,-6.6048317
Micronesia,-0.5597984248114702,-0.02986641529388762,-13.987818,-41.40549,-0.3542105,-4.6904006
Tonga,-1.8154530757750218,-0.43530176249561464,-55.422997,-120.1402,-1.2119021,12.023161
